,State,Date,Total,lag_1,lag_7,lag_30,month,week,quarter,year,is_holiday
2877,Washington,2023-01-01,167220717.0,180973702.0,173273334.0,192140102.0,1,52,1,2023,0
3092,Washington,2023-01-08,173888699.0,167220717.0,180770466.0,195542842.0,1,1,1,2023,0
3780,Washington,2023-01-15,173124788.0,173888699.0,172251421.0,194298028.0,1,2,1,2023,0
5629,Washington,2023-01-22,169139520.0,173124788.0,170942767.0,213212072.0,1,3,1,2023,0
7478,Washington,2023-01-29,170124244.0,169139520.0,176451625.0,213331560.0,1,4,1,2023,0
2963,Washington,2023-02-05,172039129.0,170124244.0,185957278.0,199809591.0,2,5,1,2023,0
3178,Washington,2023-02-12,178619260.0,172039129.0,180973702.0,202846648.0,2,6,1,2023,0
4812,Washington,2023-02-19,171916008.0,178619260.0,167220717.0,205218551.0,2,7,1,2023,0
6661,Washington,2023-02-26,174541337.0,171916008.0,173888699.0,216107723.0,2,8,1,2023,0
3006,Washington,2023-03-05,183342555.0,174541337.0,173124788.0,206136814.0,3,9,1,2023,0
3221,Washington,2023-03-12,193005316.0,183342555.0,169139520.0,207721411.0,3,10,1,2023,0
4855,Washington,2023-03-19,190162701.0,193005316.0,170124244.0,197668602.0,3,11,1,2023,0
6704,Washington,2023-03-26,177118420.0,190162701.0,172039129.0,198708266.0,3,12,1,2023,0
2920,Washington,2023-04-02,180139569.0,177118420.0,178619260.0,201258179.0,4,13,2,2023,0
3135,Washington,2023-04-09,189468341.0,180139569.0,171916008.0,191922359.0,4,14,2,2023,0
4124,Washington,2023-04-16,186078146.0,189468341.0,174541337.0,183687055.0,4,15,2,2023,0
5973,Washington,2023-04-23,183827308.0,186078146.0,183342555.0,181678982.0,4,16,2,2023,0
7779,Washington,2023-04-30,195255996.0,183827308.0,193005316.0,181472967.0,4,17,2,2023,0
3049,Washington,2023-05-07,201179479.0,195255996.0,190162701.0,181190007.0,5,18,2,2023,0
126,West Virginia,2019-10-06,45374729.0,201179479.0,177118420.0,177515318.0,10,40,4,2019,0
3437,West Virginia,2019-10-13,42164049.0,45374729.0,180139569.0,172848242.0,10,41,4,2019,0
5286,West Virginia,2019-10-20,38465749.0,42164049.0,189468341.0,171748533.0,10,42,4,2019,0
7135,West Virginia,2019-10-27,37769050.0,38465749.0,186078146.0,172511051.0,10,43,4,2019,0
83,West Virginia,2019-11-03,39411931.0,37769050.0,183827308.0,173273334.0,11,44,4,2019,0
212,West Virginia,2019-11-10,40368204.0,39411931.0,195255996.0,180770466.0,11,45,4,2019,0
4512,West Virginia,2019-11-17,38165784.0,40368204.0,201179479.0,172251421.0,11,46,4,2019,0
6361,West Virginia,2019-11-24,38850553.0,38165784.0,45374729.0,170942767.0,11,47,4,2019,0
40,West Virginia,2019-12-01,38228550.0,38850553.0,42164049.0,176451625.0,12,48,4,2019,0
169,West Virginia,2019-12-08,39876563.0,38228550.0,38465749.0,185957278.0,12,49,4,2019,0
3996,West Virginia,2019-12-15,39020265.0,39876563.0,37769050.0,180973702.0,12,50,4,2019,0
5845,West Virginia,2019-12-22,39733872.0,39020265.0,39411931.0,167220717.0,12,51,4,2019,0
7694,West Virginia,2019-12-29,37371772.0,39733872.0,40368204.0,173888699.0,12,52,4,2019,0
513,West Virginia,2020-01-05,39515530.0,37371772.0,38165784.0,173124788.0,1,1,1,2020,0
1029,West Virginia,2020-01-12,40469847.0,39515530.0,38850553.0,169139520.0,1,2,1,2020,0
4770,West Virginia,2020-01-19,37593550.0,40469847.0,38228550.0,170124244.0,1,3,1,2020,0
6619,West Virginia,2020-01-26,37000483.0,37593550.0,39876563.0,172039129.0,1,4,1,2020,0
341,West Virginia,2020-02-02,37965137.0,37000483.0,39020265.0,178619260.0,2,5,1,2020,0
857,West Virginia,2020-02-09,40027527.0,37965137.0,39733872.0,171916008.0,2,6,1,2020,0
4082,West Virginia,2020-02-16,37831285.0,40027527.0,37371772.0,174541337.0,2,7,1,2020,0
5931,West Virginia,2020-02-23,37679972.0,37831285.0,39515530.0,183342555.0,2,8,1,2020,0
255,West Virginia,2020-03-01,41365082.0,37679972.0,40469847.0,193005316.0,3,9,1,2020,0
771,West Virginia,2020-03-08,42542348.0,41365082.0,37593550.0,190162701.0,3,10,1,2020,0
3824,West Virginia,2020-03-15,46329093.0,42542348.0,37000483.0,177118420.0,3,11,1,2020,0
5673,West Virginia,2020-03-22,45742605.0,46329093.0,37965137.0,180139569.0,3,12,1,2020,0
7522,West Virginia,2020-03-29,39704240.0,45742605.0,40027527.0,189468341.0,3,13,1,2020,0
556,West Virginia,2020-04-05,42406844.0,39704240.0,37831285.0,186078146.0,4,14,2,2020,0
1072,West Virginia,2020-04-12,44622626.0,42406844.0,37679972.0,183827308.0,4,15,2,2020,0
4899,West Virginia,2020-04-19,42088579.0,44622626.0,41365082.0,195255996.0,4,16,2,2020,0
6748,West Virginia,2020-04-26,41845671.0,42088579.0,42542348.0,201179479.0,4,17,2,2020,0
427,West Virginia,2020-05-03,45386372.0,41845671.0,46329093.0,45374729.0,5,18,2,2020,0
943,West Virginia,2020-05-10,46665321.0,45386372.0,45742605.0,42164049.0,5,19,2,2020,0
4383,West Virginia,2020-05-17,45314230.0,46665321.0,39704240.0,38465749.0,5,20,2,2020,0
6232,West Virginia,2020-05-24,47497210.0,45314230.0,42406844.0,37769050.0,5,21,2,2020,0
7995,West Virginia,2020-05-31,47049173.0,47497210.0,44622626.0,39411931.0,5,22,2,2020,0
728,West Virginia,2020-06-07,49346856.0,47049173.0,42088579.0,40368204.0,6,23,2,2020,0
3652,West Virginia,2020-06-14,48300537.0,49346856.0,41845671.0,38165784.0,6,24,2,2020,0
5501,West Virginia,2020-06-21,45134452.0,48300537.0,45386372.0,38850553.0,6,25,2,2020,0
7350,West Virginia,2020-06-28,46802342.0,45134452.0,46665321.0,38228550.0,6,26,2,2020,0
599,West Virginia,2020-07-05,51979692.0,46802342.0,45314230.0,39876563.0,7,27,3,2020,0
1115,West Virginia,2020-07-12,48877614.0,51979692.0,47497210.0,39020265.0,7,28,3,2020,0
4985,West Virginia,2020-07-19,48445591.0,48877614.0,47049173.0,39733872.0,7,29,3,2020,0
6834,West Virginia,2020-07-26,46086420.0,48445591.0,49346856.0,37371772.0,7,30,3,2020,0
384,West Virginia,2020-08-02,46797382.0,46086420.0,48300537.0,39515530.0,8,31,3,2020,0
900,West Virginia,2020-08-09,48388940.0,46797382.0,45134452.0,40469847.0,8,32,3,2020,0
4211,West Virginia,2020-08-16,47556679.0,48388940.0,46802342.0,37593550.0,8,33,3,2020,0
6060,West Virginia,2020-08-23,45580542.0,47556679.0,51979692.0,37000483.0,8,34,3,2020,0
7866,West Virginia,2020-08-30,45367765.0,45580542.0,48877614.0,37965137.0,8,35,3,2020,0
642,West Virginia,2020-09-06,47293907.0,45367765.0,48445591.0,40027527.0,9,36,3,2020,0
3394,West Virginia,2020-09-13,47551030.0,47293907.0,46086420.0,37831285.0,9,37,3,2020,0
5243,West Virginia,2020-09-20,43912690.0,47551030.0,46797382.0,37679972.0,9,38,3,2020,0
7092,West Virginia,2020-09-27,43194334.0,43912690.0,48388940.0,41365082.0,9,39,3,2020,0
470,West Virginia,2020-10-04,45261604.0,43194334.0,47556679.0,42542348.0,10,40,4,2020,0
986,West Virginia,2020-10-11,44576952.0,45261604.0,45580542.0,46329093.0,10,41,4,2020,0
4684,West Virginia,2020-10-18,41723665.0,44576952.0,45367765.0,45742605.0,10,42,4,2020,0
6533,West Virginia,2020-10-25,41389497.0,41723665.0,47293907.0,39704240.0,10,43,4,2020,0
298,West Virginia,2020-11-01,40916621.0,41389497.0,47551030.0,42406844.0,11,44,4,2020,0
814,West Virginia,2020-11-08,43413285.0,40916621.0,43912690.0,44622626.0,11,45,4,2020,0
3953,West Virginia,2020-11-15,42156657.0,43413285.0,43194334.0,42088579.0,11,46,4,2020,0
5802,West Virginia,2020-11-22,41861134.0,42156657.0,45261604.0,41845671.0,11,47,4,2020,0
7651,West Virginia,2020-11-29,40189419.0,41861134.0,44576952.0,45386372.0,11,48,4,2020,0
685,West Virginia,2020-12-06,40731935.0,40189419.0,41723665.0,46665321.0,12,49,4,2020,0
3523,West Virginia,2020-12-13,41513427.0,40731935.0,41389497.0,45314230.0,12,50,4,2020,0
5372,West Virginia,2020-12-20,40782924.0,41513427.0,40916621.0,47497210.0,12,51,4,2020,0
7221,West Virginia,2020-12-27,39476417.0,40782924.0,43413285.0,47049173.0,12,52,4,2020,0
1244,West Virginia,2021-01-03,40991525.0,39476417.0,42156657.0,49346856.0,1,53,1,2021,0
1760,West Virginia,2021-01-10,43127643.0,40991525.0,41861134.0,48300537.0,1,1,1,2021,0
4297,West Virginia,2021-01-17,41657173.0,43127643.0,40189419.0,45134452.0,1,2,1,2021,0
6146,West Virginia,2021-01-24,38830025.0,41657173.0,40731935.0,46802342.0,1,3,1,2021,0
7952,West Virginia,2021-01-31,39954309.0,38830025.0,41513427.0,51979692.0,1,4,1,2021,0
1545,West Virginia,2021-02-07,42616214.0,39954309.0,40782924.0,48877614.0,2,5,1,2021,0
3566,West Virginia,2021-02-14,40975558.0,42616214.0,39476417.0,48445591.0,2,6,1,2021,0
5415,West Virginia,2021-02-21,39287973.0,40975558.0,40991525.0,46086420.0,2,7,1,2021,0
7264,West Virginia,2021-02-28,41951629.0,39287973.0,43127643.0,46797382.0,2,8,1,2021,0
1588,West Virginia,2021-03-07,45879562.0,41951629.0,41657173.0,48388940.0,3,9,1,2021,0
3609,West Virginia,2021-03-14,49643332.0,45879562.0,38830025.0,47556679.0,3,10,1,2021,0
5458,West Virginia,2021-03-21,49317077.0,49643332.0,39954309.0,45580542.0,3,11,1,2021,0
7307,West Virginia,2021-03-28,43325118.0,49317077.0,42616214.0,45367765.0,3,12,1,2021,0
1330,West Virginia,2021-04-04,45228378.0,43325118.0,40975558.0,47293907.0,4,13,2,2021,0
1846,West Virginia,2021-04-11,48967242.0,45228378.0,39287973.0,47551030.0,4,14,2,2021,0
4555,West Virginia,2021-04-18,44790017.0,48967242.0,41951629.0,43912690.0,4,15,2,2021,0
6404,West Virginia,2021-04-25,45503832.0,44790017.0,45879562.0,43194334.0,4,16,2,2021,0
1201,West Virginia,2021-05-02,47731133.0,45503832.0,49643332.0,45261604.0,5,17,2,2021,0
1717,West Virginia,2021-05-09,49087005.0,47731133.0,49317077.0,44576952.0,5,18,2,2021,0
4168,West Virginia,2021-05-16,48565502.0,49087005.0,43325118.0,41723665.0,5,19,2,2021,0
6017,West Virginia,2021-05-23,50637719.0,48565502.0,45228378.0,41389497.0,5,20,2,2021,0
7823,West Virginia,2021-05-30,51141617.0,50637719.0,48967242.0,40916621.0,5,21,2,2021,0
1502,West Virginia,2021-06-06,52005187.0,51141617.0,44790017.0,43413285.0,6,22,2,2021,0
3351,West Virginia,2021-06-13,52441621.0,52005187.0,45503832.0,42156657.0,6,23,2,2021,0
5200,West Virginia,2021-06-20,49020132.0,52441621.0,47731133.0,41861134.0,6,24,2,2021,0
7049,West Virginia,2021-06-27,48647523.0,49020132.0,49087005.0,40189419.0,6,25,2,2021,0
1373,West Virginia,2021-07-04,53976213.0,48647523.0,48565502.0,40731935.0,7,26,3,2021,0
1889,West Virginia,2021-07-11,51681309.0,53976213.0,50637719.0,41513427.0,7,27,3,2021,0
4598,West Virginia,2021-07-18,51619195.0,51681309.0,51141617.0,40782924.0,7,28,3,2021,0
6447,West Virginia,2021-07-25,50587313.0,51619195.0,52005187.0,39476417.0,7,29,3,2021,0
1158,West Virginia,2021-08-01,50588393.0,50587313.0,52441621.0,40991525.0,8,30,3,2021,0
1674,West Virginia,2021-08-08,51784540.0,50588393.0,49020132.0,43127643.0,8,31,3,2021,0
3910,West Virginia,2021-08-15,51606383.0,51784540.0,48647523.0,41657173.0,8,32,3,2021,0
5759,West Virginia,2021-08-22,48217705.0,51606383.0,53976213.0,38830025.0,8,33,3,2021,0
7608,West Virginia,2021-08-29,49288112.0,48217705.0,51681309.0,39954309.0,8,34,3,2021,0
1416,West Virginia,2021-09-05,49298765.0,49288112.0,51619195.0,42616214.0,9,35,3,2021,0
1932,West Virginia,2021-09-12,49584877.0,49298765.0,50587313.0,40975558.0,9,36,3,2021,0
5028,West Virginia,2021-09-19,48024040.0,49584877.0,50588393.0,39287973.0,9,37,3,2021,0
6877,West Virginia,2021-09-26,45557693.0,48024040.0,51784540.0,41951629.0,9,38,3,2021,0
1287,West Virginia,2021-10-03,67883113.0,45557693.0,51606383.0,45879562.0,10,39,4,2021,0
1803,West Virginia,2021-10-10,70399280.0,67883113.0,48217705.0,49643332.0,10,40,4,2021,0
4469,West Virginia,2021-10-17,66043678.0,70399280.0,49288112.0,49317077.0,10,41,4,2021,0
6318,West Virginia,2021-10-24,63842049.0,66043678.0,49298765.0,43325118.0,10,42,4,2021,0
8081,West Virginia,2021-10-31,63324231.0,63842049.0,49584877.0,45228378.0,10,43,4,2021,0
1631,West Virginia,2021-11-07,67251490.0,63324231.0,48024040.0,48967242.0,11,44,4,2021,0
3738,West Virginia,2021-11-14,66612660.0,67251490.0,45557693.0,44790017.0,11,45,4,2021,0
5587,West Virginia,2021-11-21,65121440.0,66612660.0,67883113.0,45503832.0,11,46,4,2021,0
7436,West Virginia,2021-11-28,60973907.0,65121440.0,70399280.0,47731133.0,11,47,4,2021,0
1459,West Virginia,2021-12-05,64272871.0,60973907.0,66043678.0,49087005.0,12,48,4,2021,0
1975,West Virginia,2021-12-12,65040774.0,64272871.0,63842049.0,48565502.0,12,49,4,2021,0
5071,West Virginia,2021-12-19,65395194.0,65040774.0,63324231.0,50637719.0,12,50,4,2021,0
6920,West Virginia,2021-12-26,62894154.0,65395194.0,67251490.0,51141617.0,12,51,4,2021,0
2061,West Virginia,2022-01-02,62574613.0,62894154.0,66612660.0,52005187.0,1,52,1,2022,0
2577,West Virginia,2022-01-09,65536847.0,62574613.0,65121440.0,52441621.0,1,1,1,2022,0
4039,West Virginia,2022-01-16,65977530.0,65536847.0,60973907.0,49020132.0,1,2,1,2022,0
5888,West Virginia,2022-01-23,59321562.0,65977530.0,64272871.0,48647523.0,1,3,1,2022,0
7737,West Virginia,2022-01-30,60682206.0,59321562.0,65040774.0,53976213.0,1,4,1,2022,0
2362,West Virginia,2022-02-06,65299885.0,60682206.0,65395194.0,51681309.0,2,5,1,2022,0
3265,West Virginia,2022-02-13,65081501.0,65299885.0,62894154.0,51619195.0,2,6,1,2022,0
5114,West Virginia,2022-02-20,61789071.0,65081501.0,62574613.0,50587313.0,2,7,1,2022,0
6963,West Virginia,2022-02-27,66154613.0,61789071.0,65536847.0,50588393.0,2,8,1,2022,0
2405,West Virginia,2022-03-06,69455420.0,66154613.0,65977530.0,51784540.0,3,9,1,2022,0
3308,West Virginia,2022-03-13,69900352.0,69455420.0,59321562.0,51606383.0,3,10,1,2022,0
5157,West Virginia,2022-03-20,67501870.0,69900352.0,60682206.0,48217705.0,3,11,1,2022,0
7006,West Virginia,2022-03-27,67529122.0,67501870.0,65299885.0,49288112.0,3,12,1,2022,0
2147,West Virginia,2022-04-03,69274026.0,67529122.0,65081501.0,49298765.0,4,13,2,2022,0
2663,West Virginia,2022-04-10,74097573.0,69274026.0,61789071.0,49584877.0,4,14,2,2022,0
4340,West Virginia,2022-04-17,72078836.0,74097573.0,66154613.0,48024040.0,4,15,2,2022,0
6189,West Virginia,2022-04-24,68168618.0,72078836.0,69455420.0,45557693.0,4,16,2,2022,0
2018,West Virginia,2022-05-01,72863254.0,68168618.0,69900352.0,67883113.0,5,17,2,2022,0
2534,West Virginia,2022-05-08,74749669.0,72863254.0,67501870.0,70399280.0,5,18,2,2022,0
3867,West Virginia,2022-05-15,73227904.0,74749669.0,67529122.0,66043678.0,5,19,2,2022,0
5716,West Virginia,2022-05-22,75824754.0,73227904.0,69274026.0,63842049.0,5,20,2,2022,0
7565,West Virginia,2022-05-29,72996966.0,75824754.0,74097573.0,63324231.0,5,21,2,2022,0
2319,West Virginia,2022-06-05,75400185.0,72996966.0,72078836.0,67251490.0,6,22,2,2022,0
2835,West Virginia,2022-06-12,74937530.0,75400185.0,68168618.0,66612660.0,6,23,2,2022,0
4942,West Virginia,2022-06-19,73102634.0,74937530.0,72863254.0,65121440.0,6,24,2,2022,0
6791,West Virginia,2022-06-26,72747321.0,73102634.0,74749669.0,60973907.0,6,25,2,2022,0
2190,West Virginia,2022-07-03,78622911.0,72747321.0,73227904.0,64272871.0,7,26,3,2022,0
2706,West Virginia,2022-07-10,76261142.0,78622911.0,75824754.0,65040774.0,7,27,3,2022,0
4426,West Virginia,2022-07-17,75992653.0,76261142.0,72996966.0,65395194.0,7,28,3,2022,0
6275,West Virginia,2022-07-24,73511310.0,75992653.0,75400185.0,62894154.0,7,29,3,2022,0
8038,West Virginia,2022-07-31,74698082.0,73511310.0,74937530.0,62574613.0,7,30,3,2022,0
2491,West Virginia,2022-08-07,78282945.0,74698082.0,73102634.0,65536847.0,8,31,3,2022,0
3695,West Virginia,2022-08-14,77673203.0,78282945.0,72747321.0,65977530.0,8,32,3,2022,0
5544,West Virginia,2022-08-21,73275469.0,77673203.0,78622911.0,59321562.0,8,33,3,2022,0
7393,West Virginia,2022-08-28,76344248.0,73275469.0,76261142.0,60682206.0,8,34,3,2022,0
2233,West Virginia,2022-09-04,77349828.0,76344248.0,75992653.0,65299885.0,9,35,3,2022,0
2749,West Virginia,2022-09-11,76050201.0,77349828.0,73511310.0,65081501.0,9,36,3,2022,0
4641,West Virginia,2022-09-18,74104004.0,76050201.0,74698082.0,61789071.0,9,37,3,2022,0
6490,West Virginia,2022-09-25,70874506.0,74104004.0,78282945.0,66154613.0,9,38,3,2022,0
2104,West Virginia,2022-10-02,71932125.0,70874506.0,77673203.0,69455420.0,10,39,4,2022,0
2620,West Virginia,2022-10-09,74190182.0,71932125.0,73275469.0,69900352.0,10,40,4,2022,0
4254,West Virginia,2022-10-16,70746845.0,74190182.0,76344248.0,67501870.0,10,41,4,2022,0
6103,West Virginia,2022-10-23,67673967.0,70746845.0,77349828.0,67529122.0,10,42,4,2022,0
7909,West Virginia,2022-10-30,67504383.0,67673967.0,76050201.0,69274026.0,10,43,4,2022,0
2448,West Virginia,2022-11-06,70416470.0,67504383.0,74104004.0,74097573.0,11,44,4,2022,0
3480,West Virginia,2022-11-13,70382175.0,70416470.0,70874506.0,72078836.0,11,45,4,2022,0
5329,West Virginia,2022-11-20,67479595.0,70382175.0,71932125.0,68168618.0,11,46,4,2022,0
7178,West Virginia,2022-11-27,66490665.0,67479595.0,74190182.0,72863254.0,11,47,4,2022,0
2276,West Virginia,2022-12-04,67049392.0,66490665.0,70746845.0,74749669.0,12,48,4,2022,0
2792,West Virginia,2022-12-11,70499335.0,67049392.0,67673967.0,73227904.0,12,49,4,2022,0
4727,West Virginia,2022-12-18,69850626.0,70499335.0,67504383.0,75824754.0,12,50,4,2022,0
6576,West Virginia,2022-12-25,70641050.0,69850626.0,70416470.0,72996966.0,12,51,4,2022,0
2878,West Virginia,2023-01-01,65687268.0,70641050.0,70382175.0,75400185.0,1,52,1,2023,0
3093,West Virginia,2023-01-08,69959953.0,65687268.0,67479595.0,74937530.0,1,1,1,2023,0
3781,West Virginia,2023-01-15,69952896.0,69959953.0,66490665.0,73102634.0,1,2,1,2023,0
5630,West Virginia,2023-01-22,63364499.0,69952896.0,67049392.0,72747321.0,1,3,1,2023,0
7479,West Virginia,2023-01-29,65045343.0,63364499.0,70499335.0,78622911.0,1,4,1,2023,0
2964,West Virginia,2023-02-05,69293480.0,65045343.0,69850626.0,76261142.0,2,5,1,2023,0
3179,West Virginia,2023-02-12,71515363.0,69293480.0,70641050.0,75992653.0,2,6,1,2023,0
4813,West Virginia,2023-02-19,69092458.0,71515363.0,65687268.0,73511310.0,2,7,1,2023,0
6662,West Virginia,2023-02-26,69679104.0,69092458.0,69959953.0,74698082.0,2,8,1,2023,0
3007,West Virginia,2023-03-05,75067825.0,69679104.0,69952896.0,78282945.0,3,9,1,2023,0
3222,West Virginia,2023-03-12,78255741.0,75067825.0,63364499.0,77673203.0,3,10,1,2023,0
4856,West Virginia,2023-03-19,75107018.0,78255741.0,65045343.0,73275469.0,3,11,1,2023,0
6705,West Virginia,2023-03-26,69340958.0,75107018.0,69293480.0,76344248.0,3,12,1,2023,0
2921,West Virginia,2023-04-02,71158238.0,69340958.0,71515363.0,77349828.0,4,13,2,2023,0
3136,West Virginia,2023-04-09,78461254.0,71158238.0,69092458.0,76050201.0,4,14,2,2023,0
4125,West Virginia,2023-04-16,76094026.0,78461254.0,69679104.0,74104004.0,4,15,2,2023,0
5974,West Virginia,2023-04-23,74040229.0,76094026.0,75067825.0,70874506.0,4,16,2,2023,0
7780,West Virginia,2023-04-30,75759703.0,74040229.0,78255741.0,71932125.0,4,17,2,2023,0
3050,West Virginia,2023-05-07,79297110.0,75759703.0,75107018.0,74190182.0,5,18,2,2023,0
127,Wisconsin,2019-10-06,86707757.0,79297110.0,69340958.0,70746845.0,10,40,4,2019,0
3438,Wisconsin,2019-10-13,87339997.0,86707757.0,71158238.0,67673967.0,10,41,4,2019,0
5287,Wisconsin,2019-10-20,86378292.0,87339997.0,78461254.0,67504383.0,10,42,4,2019,0
7136,Wisconsin,2019-10-27,84847392.0,86378292.0,76094026.0,70416470.0,10,43,4,2019,0
84,Wisconsin,2019-11-03,84430400.0,84847392.0,74040229.0,70382175.0,11,44,4,2019,0
213,Wisconsin,2019-11-10,84657735.0,84430400.0,75759703.0,67479595.0,11,45,4,2019,0
4513,Wisconsin,2019-11-17,86704220.0,84657735.0,79297110.0,66490665.0,11,46,4,2019,0
6362,Wisconsin,2019-11-24,88143657.0,86704220.0,86707757.0,67049392.0,11,47,4,2019,0
41,Wisconsin,2019-12-01,84291416.0,88143657.0,87339997.0,70499335.0,12,48,4,2019,0
170,Wisconsin,2019-12-08,85157244.0,84291416.0,86378292.0,69850626.0,12,49,4,2019,0
3997,Wisconsin,2019-12-15,87736175.0,85157244.0,84847392.0,70641050.0,12,50,4,2019,0
5846,Wisconsin,2019-12-22,94516988.0,87736175.0,84430400.0,65687268.0,12,51,4,2019,0
7695,Wisconsin,2019-12-29,86541497.0,94516988.0,84657735.0,69959953.0,12,52,4,2019,0
514,Wisconsin,2020-01-05,83982215.0,86541497.0,86704220.0,69952896.0,1,1,1,2020,0
1030,Wisconsin,2020-01-12,83210541.0,83982215.0,88143657.0,63364499.0,1,2,1,2020,0
4771,Wisconsin,2020-01-19,82278527.0,83210541.0,84291416.0,65045343.0,1,3,1,2020,0
6620,Wisconsin,2020-01-26,83227979.0,82278527.0,85157244.0,69293480.0,1,4,1,2020,0
342,Wisconsin,2020-02-02,83991230.0,83227979.0,87736175.0,71515363.0,2,5,1,2020,0
858,Wisconsin,2020-02-09,84231046.0,83991230.0,94516988.0,69092458.0,2,6,1,2020,0
4083,Wisconsin,2020-02-16,84046257.0,84231046.0,86541497.0,69679104.0,2,7,1,2020,0
5932,Wisconsin,2020-02-23,85512528.0,84046257.0,83982215.0,75067825.0,2,8,1,2020,0
256,Wisconsin,2020-03-01,87040926.0,85512528.0,83210541.0,78255741.0,3,9,1,2020,0
772,Wisconsin,2020-03-08,91238415.0,87040926.0,82278527.0,75107018.0,3,10,1,2020,0
3825,Wisconsin,2020-03-15,99213111.0,91238415.0,83227979.0,69340958.0,3,11,1,2020,0
5674,Wisconsin,2020-03-22,99225509.0,99213111.0,83991230.0,71158238.0,3,12,1,2020,0
7523,Wisconsin,2020-03-29,85948011.0,99225509.0,84231046.0,78461254.0,3,13,1,2020,0
557,Wisconsin,2020-04-05,89055839.0,85948011.0,84046257.0,76094026.0,4,14,2,2020,0
1073,Wisconsin,2020-04-12,91410184.0,89055839.0,85512528.0,74040229.0,4,15,2,2020,0
4900,Wisconsin,2020-04-19,94645463.0,91410184.0,87040926.0,75759703.0,4,16,2,2020,0
6749,Wisconsin,2020-04-26,93598196.0,94645463.0,91238415.0,79297110.0,4,17,2,2020,0
428,Wisconsin,2020-05-03,96537163.0,93598196.0,99213111.0,86707757.0,5,18,2,2020,0
944,Wisconsin,2020-05-10,99683246.0,96537163.0,99225509.0,87339997.0,5,19,2,2020,0
4384,Wisconsin,2020-05-17,100460331.0,99683246.0,85948011.0,86378292.0,5,20,2,2020,0
6233,Wisconsin,2020-05-24,104290445.0,100460331.0,89055839.0,84847392.0,5,21,2,2020,0
7996,Wisconsin,2020-05-31,102166025.0,104290445.0,91410184.0,84430400.0,5,22,2,2020,0
729,Wisconsin,2020-06-07,108556200.0,102166025.0,94645463.0,84657735.0,6,23,2,2020,0
3653,Wisconsin,2020-06-14,103936089.0,108556200.0,93598196.0,86704220.0,6,24,2,2020,0
5502,Wisconsin,2020-06-21,104650456.0,103936089.0,96537163.0,88143657.0,6,25,2,2020,0
7351,Wisconsin,2020-06-28,105545957.0,104650456.0,99683246.0,84291416.0,6,26,2,2020,0
600,Wisconsin,2020-07-05,117400252.0,105545957.0,100460331.0,85157244.0,7,27,3,2020,0
1116,Wisconsin,2020-07-12,106306977.0,117400252.0,104290445.0,87736175.0,7,28,3,2020,0
4986,Wisconsin,2020-07-19,106809376.0,106306977.0,102166025.0,94516988.0,7,29,3,2020,0
6835,Wisconsin,2020-07-26,103471927.0,106809376.0,108556200.0,86541497.0,7,30,3,2020,0
385,Wisconsin,2020-08-02,103478200.0,103471927.0,103936089.0,83982215.0,8,31,3,2020,0
901,Wisconsin,2020-08-09,102730958.0,103478200.0,104650456.0,83210541.0,8,32,3,2020,0
4212,Wisconsin,2020-08-16,103504572.0,102730958.0,105545957.0,82278527.0,8,33,3,2020,0
6061,Wisconsin,2020-08-23,101400234.0,103504572.0,117400252.0,83227979.0,8,34,3,2020,0
7867,Wisconsin,2020-08-30,101921350.0,101400234.0,106306977.0,83991230.0,8,35,3,2020,0
643,Wisconsin,2020-09-06,98563733.0,101921350.0,106809376.0,84231046.0,9,36,3,2020,0
3395,Wisconsin,2020-09-13,91732869.0,98563733.0,103471927.0,84046257.0,9,37,3,2020,0
5244,Wisconsin,2020-09-20,93763066.0,91732869.0,103478200.0,85512528.0,9,38,3,2020,0
7093,Wisconsin,2020-09-27,93904749.0,93763066.0,102730958.0,87040926.0,9,39,3,2020,0
471,Wisconsin,2020-10-04,90455369.0,93904749.0,103504572.0,91238415.0,10,40,4,2020,0
987,Wisconsin,2020-10-11,93108850.0,90455369.0,101400234.0,99213111.0,10,41,4,2020,0
4685,Wisconsin,2020-10-18,91154751.0,93108850.0,101921350.0,99225509.0,10,42,4,2020,0
6534,Wisconsin,2020-10-25,87616975.0,91154751.0,98563733.0,85948011.0,10,43,4,2020,0
299,Wisconsin,2020-11-01,88525014.0,87616975.0,91732869.0,89055839.0,11,44,4,2020,0
815,Wisconsin,2020-11-08,92131295.0,88525014.0,93763066.0,91410184.0,11,45,4,2020,0
3954,Wisconsin,2020-11-15,91348926.0,92131295.0,93904749.0,94645463.0,11,46,4,2020,0
5803,Wisconsin,2020-11-22,94058186.0,91348926.0,90455369.0,93598196.0,11,47,4,2020,0
7652,Wisconsin,2020-11-29,90350458.0,94058186.0,93108850.0,96537163.0,11,48,4,2020,0
686,Wisconsin,2020-12-06,88707905.0,90350458.0,91154751.0,99683246.0,12,49,4,2020,0
3524,Wisconsin,2020-12-13,91542956.0,88707905.0,87616975.0,100460331.0,12,50,4,2020,0
5373,Wisconsin,2020-12-20,96028971.0,91542956.0,88525014.0,104290445.0,12,51,4,2020,0
7222,Wisconsin,2020-12-27,93388621.0,96028971.0,92131295.0,102166025.0,12,52,4,2020,0
1245,Wisconsin,2021-01-03,88536901.0,93388621.0,91348926.0,108556200.0,1,53,1,2021,0
1761,Wisconsin,2021-01-10,88958125.0,88536901.0,94058186.0,103936089.0,1,1,1,2021,0
